,id,name_en,weapon_type_x,previous_en,category,rarity,attack,affinity,defense,element_hidden,element1,element1_attack,element2,element2_attack,elderseal,slot_1,slot_2,slot_3,kinsect_bonus,phial,phial_power,shelling,shelling_level,notes,ammo_config,skill,base_name_en,weapon_type_y,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,weapon_type,maxed,red,orange,yellow,green,blue,white,purple
285,2122,Tigrine Need,long-sword,Tigrine Edge+,N/A,11,924,-20,N/A,True,Blast,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tigrine Need,long-sword,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2.0,Tigrex Cortex,4.0,Pure Dragon Blood,5.0,long-sword,False,60,30,30,110,40,130,0
286,2123,Tigerfang,long-sword,Tigrine Edge,N/A,11,924,-30,N/A,True,Sleep,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tigerfang,long-sword,Upgrade,Brute Tigrex Hardclaw,3,Brute Tigrex Shard,5.0,Brute Tigrex Hardfang,2.0,Large Wyvern Gem,1.0,long-sword,False,100,20,30,90,90,30,40
287,2124,Ravenbite,long-sword,Tigerfang,N/A,12,957,-30,N/A,True,Sleep,390.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ravenbite,long-sword,Upgrade,Tempered Ebonjaw,5,Brute Tigrex Hardclaw,4.0,Brute Tigrex Hardfang,3.0,Tigrex Mantle,1.0,long-sword,False,90,20,30,90,90,40,40
288,127,Rookslayer Long Sword,long-sword,Hard Bone Shotel III,N/A,6,561,-10,N/A,False,Blast,150.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rookslayer Long Sword,long-sword,Upgrade,Bazelgeuse Talon,3,Bazelgeuse Scale+,5.0,Bazelgeuse Fuse,4.0,Firecell Stone,1.0,long-sword,False,100,100,40,40,70,0,0
289,128,Bazel Varga Rookslayer,long-sword,Rookslayer Long Sword,N/A,8,660,-10,N/A,False,Blast,210.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bazel Varga Rookslayer,long-sword,Upgrade,Xeno'jiiva Wing,3,Bazelgeuse Wing,4.0,Bazelgeuse Talon,4.0,Bazelgeuse Gem,1.0,long-sword,False,60,120,80,60,30,50,0
290,2125,Rooksearer Long Sword,long-sword,Bazel Varga Rookslayer,N/A,11,792,-10,N/A,False,Blast,240.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rooksearer Long Sword,long-sword,Upgrade,Bazelgeuse Hardclaw,3,Bazelgeuse Shard,4.0,Distilled Blast Fluid,3.0,Meldspar Ore,5.0,long-sword,False,150,30,30,60,50,30,50
291,2126,Bazel Prozio Rooksearer,long-sword,Rooksearer Long Sword,N/A,12,858,-10,N/A,False,Blast,300.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bazel Prozio Rooksearer,long-sword,Upgrade,Shara Ishvalda Petalstone,2,Scorching Silverwing,4.0,Bazelgeuse Hardclaw,4.0,Bazelgeuse Mantle,1.0,long-sword,False,140,30,30,60,50,40,50
292,129,Blazing Shotel I,long-sword,Bone Shotel III,N/A,3,462,-20,N/A,False,Fire,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blazing Shotel I,long-sword,Upgrade,Anjanath Fang,2,Anjanath Scale,3.0,Flame Sac,1.0,N/A,N/A,long-sword,False,130,70,30,70,0,0,0
293,130,Blazing Shotel II,long-sword,Blazing Shotel I,N/A,4,528,-20,N/A,False,Fire,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Blazing Shotel II,long-sword,Upgrade,Rathalos Marrow,1,Anjanath Fang,4.0,Anjanath Nosebone,1.0,Anjanath Tail,1.0,long-sword,False,120,70,30,80,0,0,0
294,131,Anja Scimitar I,long-sword,Blazing Shotel II,N/A,5,594,-20,N/A,False,Fire,270.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anja Scimitar I,long-sword,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5.0,Inferno Sac,3.0,Anjanath Plate,1.0,long-sword,False,140,70,30,100,10,0,0
295,132,Anja Scimitar II,long-sword,Anja Scimitar I,N/A,6,660,-20,N/A,False,Fire,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anja Scimitar II,long-sword,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5.0,Anjanath Pelt+,4.0,Firecell Stone,1.0,long-sword,False,100,100,40,40,70,0,0
296,133,Anja Scimitar III,long-sword,Anja Scimitar II,N/A,6,693,-20,N/A,False,Fire,390.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anja Scimitar III,long-sword,Upgrade,Teostra Mane,2,Anjanath Fang+,6.0,Anjanath Nosebone+,2.0,Anjanath Gem,1.0,long-sword,False,110,120,40,50,80,0,0
297,2127,Anja Direfang I,long-sword,Anja Scimitar III,N/A,9,759,-20,N/A,False,Fire,480.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anja Direfang I,long-sword,Create,Anjanath Hardfang,2,Anjanath Lash,2.0,Anjanath Shard,6.0,Anjanath Mantle,1.0,long-sword,False,80,100,40,50,80,50,0
298,2127,Anja Direfang I,long-sword,Anja Scimitar III,N/A,9,759,-20,N/A,False,Fire,480.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anja Direfang I,long-sword,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2.0,Conflagrant Sac,1.0,Eltalite Ore,3.0,long-sword,False,80,100,40,50,80,50,0
299,2128,Anja Direfang II,long-sword,Anja Direfang I,N/A,10,891,-20,N/A,False,Fire,600.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anja Direfang II,long-sword,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3.0,Heavy Anjanath Nosebone,2.0,Anjanath Lash,1.0,long-sword,False,80,100,40,50,80,50,0
300,2129,Gnashing Fulgur I,long-sword,Anja Direfang I,N/A,10,792,10,N/A,False,Thunder,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gnashing Fulgur I,long-sword,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2.0,Monster Solidbone,3.0,Meldspar Ore,2.0,long-sword,False,80,100,40,50,80,50,0
301,2130,Gnashing Fulgur II,long-sword,Gnashing Fulgur I,N/A,10,825,20,N/A,False,Thunder,330.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gnashing Fulgur II,long-sword,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2.0,Fulgur Anjanath Lash,1.0,Lightning Sac,3.0,long-sword,False,80,100,40,50,80,50,0
302,134,Jyura Shotel I,long-sword,Bone Shotel II,N/A,2,396,0,N/A,False,Water,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jyura Shotel I,long-sword,Upgrade,Jyuratodus Fin,1,Jyuratodus Shell,1.0,Jyuratodus Scale,3.0,Aqua Sac,1.0,long-sword,False,80,70,30,70,0,0,0
303,135,Jyura Shotel II,long-sword,Jyura Shotel I,N/A,3,429,0,N/A,False,Water,180.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jyura Shotel II,long-sword,Upgrade,Great Girros Hide,2,Jyuratodus Fin,3.0,Jyuratodus Shell,3.0,Gajau Skin,3.0,long-sword,False,120,70,30,80,0,0,0
304,136,Jyura Shotel III,long-sword,Jyura Shotel II,N/A,4,462,0,N/A,False,Water,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jyura Shotel III,long-sword,Upgrade,Monster Bone+,2,Jyuratodus Fang,4.0,Jyuratodus Shell,3.0,Gajau Whisker,3.0,long-sword,False,110,70,30,90,0,0,0
305,137,Dipterus I,long-sword,Jyura Shotel III,N/A,5,495,0,N/A,False,Water,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dipterus I,long-sword,Create,Jyuratodus Fin+,3,Jyuratodus Carapace,3.0,Jyuratodus Scale+,6.0,Carbalite Ore,6.0,long-sword,False,140,70,30,100,10,0,0
306,137,Dipterus I,long-sword,Jyura Shotel III,N/A,5,495,0,N/A,False,Water,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dipterus I,long-sword,Upgrade,Jyuratodus Fin+,2,Jyuratodus Carapace,2.0,Jyuratodus Scale+,3.0,Gajau Scale,5.0,long-sword,False,140,70,30,100,10,0,0
307,138,Dipterus II,long-sword,Dipterus I,N/A,6,561,0,N/A,False,Water,300.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dipterus II,long-sword,Upgrade,Monster Hardbone,3,Jyuratodus Fin+,4.0,Torrent Sac,3.0,Grand Gajau Whisker,3.0,long-sword,False,110,100,40,40,60,0,0
308,139,Dipterus III,long-sword,Dipterus II,N/A,6,627,0,N/A,False,Water,360.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dipterus III,long-sword,Upgrade,Elder Dragon Bone,2,Jyuratodus Fin+,6.0,Jyuratodus Fang+,5.0,Wyvern Gem,1.0,long-sword,False,170,100,30,30,40,30,0
309,2131,Dipterus Varzea I,long-sword,Dipterus III,N/A,9,759,0,N/A,False,Water,390.0,N/A,N/A,N/A,3,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dipterus Varzea I,long-sword,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1.0,Jyuratodus Shard,3.0,Gajau Thickhide,2.0,long-sword,False,100,100,40,50,60,50,0
310,2132,Dipterus Varzea II,long-sword,Dipterus Varzea I,N/A,10,858,0,N/A,False,Water,420.0,N/A,N/A,N/A,3,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dipterus Varzea II,long-sword,Upgrade,Monster Slogbone,2,Jyuratodus Grandfin,2.0,Flood Sac,2.0,Steel Gajau Whisker,1.0,long-sword,False,100,100,40,50,60,50,0
311,2133,Mammoth Longblade I,long-sword,Dipterus III,N/A,9,825,0,N/A,True,Ice,330.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mammoth Longblade I,long-sword,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2.0,Banbaro Chine,2.0,Monster Toughbone,3.0,long-sword,False,90,50,50,80,130,0,0
312,2134,Mammoth Longblade II,long-sword,Mammoth Longblade I,N/A,10,924,0,N/A,True,Ice,510.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mammoth Longblade II,long-sword,Upgrade,Monster Solidbone,3,Banbaro Great Horn,3.0,Banbaro Lash,2.0,Dragonbone Artifact,1.0,long-sword,False,90,50,50,80,130,0,0
313,140,Hazak Grosser I,long-sword,Dipterus II,N/A,7,627,0,N/A,False,Dragon,210.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hazak Grosser I,long-sword,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5.0,Deceased Scale,6.0,Vaal Hazak Membrane,4.0,long-sword,False,160,100,30,30,50,30,0
314,141,Hazak Grosser II,long-sword,Hazak Grosser I,N/A,7,660,0,N/A,False,Dragon,270.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hazak Grosser II,long-sword,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6.0,Vaal Hazak Tail,2.0,Vaal Hazak Gem,1.0,long-sword,False,200,70,20,20,50,40,0
315,2135,Deathblade Vaal Grosser,long-sword,Hazak Grosser II,N/A,11,825,0,N/A,False,Dragon,480.0,N/A,N/A,average,3,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Deathblade Vaal Grosser,long-sword,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2.0,Deceased Shard,5.0,Deathweaver Membrane,3.0,long-sword,False,80,80,30,30,80,100,0
316,2136,Acid Scimitar I,long-sword,Hazak Grosser II,N/A,10,891,0,N/A,True,Paralysis,360.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Acid Scimitar I,long-sword,Upgrade,Acidic Glavenus Hardfang,2,Acidic Glavenus Spineshell,2.0,Acidic Glavenus Tailedge,2.0,Honed Acidcryst,4.0,long-sword,False,160,100,30,30,50,30,0
317,2137,Acid Scimitar II,long-sword,Acid Scimitar I,N/A,11,957,0,N/A,True,Paralysis,390.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Acid Scimitar II,long-sword,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4.0,Acidic Glavenus Spineshell,3.0,Glavenus Mantle,1.0,long-sword,False,60,50,110,90,60,20,10
318,142,Pulsar Shotel I,long-sword,Bone Shotel II,N/A,2,363,10,N/A,False,Thunder,120.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pulsar Shotel I,long-sword,Upgrade,Tobi-Kadachi Claw,1,Tobi-Kadachi Scale,3.0,Tobi-Kadachi Pelt,2.0,N/A,N/A,long-sword,False,60,70,30,90,0,0,0
319,143,Pulsar Shotel II,long-sword,Pulsar Shotel I,N/A,3,396,10,N/A,False,Thunder,150.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pulsar Shotel II,long-sword,Upgrade,Tobi-Kadachi Electrode,2,Tobi-Kadachi Claw,3.0,Electro Sac,2.0,Coral Crystal,3.0,long-sword,False,100,70,30,100,0,0,0
320,144,Pulsar Shotel III,long-sword,Pulsar Shotel II,N/A,4,462,10,N/A,False,Thunder,180.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pulsar Shotel III,long-sword,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2.0,Tobi-Kadachi Membrane,2.0,Warped Bone,2.0,long-sword,False,90,70,30,110,0,0,0
321,145,Kadachi Fang I,long-sword,Pulsar Shotel III,N/A,5,528,15,N/A,False,Thunder,210.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kadachi Fang I,long-sword,Upgrade,Tobi-Kadachi Claw+,3,Tobi-Kadachi Scale+,4.0,Tobi-Kadachi Pelt+,3.0,Dragonvein Crystal,3.0,long-sword,False,100,100,40,40,70,0,0
322,146,Kadachi Fang II,long-sword,Kadachi Fang I,N/A,6,561,15,N/A,False,Thunder,240.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kadachi Fang II,long-sword,Upgrade,Majestic Horn,2,Tobi-Kadachi Electrode+,2.0,Tobi-Kadachi Claw+,4.0,Thunder Sac,3.0,long-sword,False,90,100,40,40,80,0,0
323,147,Kadachi Fang III,long-sword,Kadachi Fang II,N/A,6,594,15,N/A,False,Thunder,270.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kadachi Fang III,long-sword,Upgrade,Nergigante Talon,2,Tobi-Kadachi Electrode+,4.0,Tobi-Kadachi Claw+,6.0,Wyvern Gem,1.0,long-sword,False,150,100,30,30,60,30,0
324,2138,Kadachi Daito I,long-sword,Kadachi Fang III,N/A,9,693,15,N/A,False,Thunder,450.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kadachi Daito I,long-sword,Create,Tobi-Kadachi Hardclaw,2,Tobi-Kadachi Cathode,2.0,Tobi-Kadachi Shard,6.0,Large Wyvern Gem,1.0,long-sword,False,100,30,30,110,40,90,0
325,2138,Kadachi Daito I,long-sword,Kadachi Fang III,N/A,9,693,15,N/A,False,Thunder,450.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kadachi Daito I,long-sword,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2.0,Tobi-Kadachi Thickfur,2.0,Lightning Sac,1.0,long-sword,False,100,30,30,110,40,90,0
326,2139,Kadachi Daito II,long-sword,Kadachi Daito I,N/A,10,759,15,N/A,False,Thunder,510.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kadachi Daito II,long-sword,Upgrade,Hard Odogaron Sinew,2,Tobi-Kadachi Cathode,2.0,Tobi-Kadachi Hardclaw,2.0,Tobi-Kadachi Membrane+,2.0,long-sword,False,130,30,90,30,30,70,20
327,2140,Crimson Viperfang I,long-sword,Kadachi Daito I,N/A,9,759,15,N/A,False,Paralysis,210.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Crimson Viperfang I,long-sword,Upgrade,Viper Tobi-Kadachi Hardclaw,1,Viper Tobi-Kadachi Shard,2.0,Viper Tobi-Kadachi Thickfur,2.0,Ultraplegia Sac,1.0,long-sword,False,100,30,30,110,40,90,0
328,2141,Crimson Viperfang II,long-sword,Crimson Viperfang I,N/A,10,825,15,N/A,False,Paralysis,240.0,N/A,N/A,N/A,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Crimson Viperfang II,long-sword,Upgrade,Acidic Glavenus Spineshell,2,Viper Tobi-Kadachi Thorn,2.0,Viper Tobi-Kadachi Hardclaw,2.0,Viper Tobi-Kadachi Membrane+,2.0,long-sword,False,130,30,30,60,50,70,30
329,148,Glacial Shotel I,long-sword,Pulsar Shotel II,N/A,4,429,0,N/A,False,Ice,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glacial Shotel I,long-sword,Upgrade,Legiana Claw,3,Legiana Scale,4.0,Frost Sac,2.0,N/A,N/A,long-sword,False,90,70,30,110,0,0,0
330,149,Glacial Shotel II,long-sword,Glacial Shotel I,N/A,5,462,0,N/A,False,Ice,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Glacial Shotel II,long-sword,Upgrade,Paolumu Wing,4,Legiana Claw,4.0,Legiana Tail Webbing,3.0,Legiana Plate,1.0,long-sword,False,90,100,40,40,80,0,0
331,150,Stealer,long-sword,Glacial Shotel II,N/A,6,495,0,N/A,False,Ice,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stealer,long-sword,Upgrade,Legiana Claw+,3,Legiana Scale+,5.0,Legiana Wing,3.0,Freezer Sac,2.0,long-sword,False,80,100,40,40,90,0,0
332,151,Legia Stealer,long-sword,Stealer,N/A,8,528,0,N/A,False,Ice,360.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Legia Stealer,long-sword,Upgrade,Daora Claw+,2,Legiana Claw+,5.0,Legiana Hide+,3.0,Legiana Gem,1.0,long-sword,False,240,20,20,20,30,70,0
333,2142,Legia Stealer+,long-sword,Legia Stealer,N/A,10,693,0,N/A,False,Ice,420.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Legia Stealer+,long-sword,Upgrade,Legiana Hardclaw,2,Legiana Shard,3.0,Legiana Tail Webbing+,2.0,Frozen Bone,4.0,long-sword,False,100,30,30,110,40,90,0
334,2143,Hoarcry Stealer,long-sword,Legia Stealer+,N/A,10,726,0,N/A,False,Ice,510.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hoarcry Stealer,long-sword,Upgrade,Obsidian Icetalon,2,Rimed Hide,5.0,Stark Wing,2.0,Cryo Sac,4.0,long-sword,False,90,30,30,110,40,100,0
335,2144,Apsara Glacia,long-sword,Hoarcry Stealer,N/A,11,792,0,N/A,False,Ice,540.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Apsara Glacia,long-sword,Upgrade,Velkhana Hardclaw,2,Obsidian Icetalon,4.0,Stark Wing,2.0,Legiana Mantle,1.0,long-sword,False,60,20,30,90,90,70,40
336,152,Dark Shotel I,long-sword,Pulsar Shotel I,N/A,3,396,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Shotel I,long-sword,Upgrade,Hornetaur Shell,3,Hornetaur Wing,2.0,Monster Fluid,2.0,N/A,N/A,long-sword,False,80,70,30,120,0,0,0
337,153,Dark Shotel II,long-sword,Dark Shotel I,N/A,4,429,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Shotel II,long-sword,Upgrade,Odogaron Fang,2,Hornetaur Shell,5.0,Hornetaur Wing,4.0,Hornetaur Head,2.0,long-sword,False,70,70,30,130,0,0,0
338,154,Dark Scimitar I,long-sword,Dark Shotel II,N/A,5,462,0,N/A,True,Paralysis,180.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Scimitar I,long-sword,Create,Hornetaur Razorwing,2,Girros Shard,4.0,Monster Broth,3.0,Novacrystal,1.0,long-sword,False,100,100,40,40,70,0,0
339,154,Dark Scimitar I,long-sword,Dark Shotel II,N/A,5,462,0,N/A,True,Paralysis,180.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Scimitar I,long-sword,Upgrade,Hornetaur Carapace,5,Hornetaur Innerwing,4.0,Monster Broth,2.0,Dragonvein Crystal,3.0,long-sword,False,100,100,40,40,70,0,0
340,155,Dark Scimitar II,long-sword,Dark Scimitar I,N/A,6,495,0,N/A,True,Paralysis,210.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Scimitar II,long-sword,Upgrade,Azure Rathalos Wing,2,Hornetaur Carapace,5.0,Hornetaur Innerwing,4.0,Novacrystal,1.0,long-sword,False,80,100,40,40,90,0,0
341,156,Dark Scimitar III,long-sword,Dark Scimitar II,N/A,6,528,0,N/A,True,Paralysis,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dark Scimitar III,long-sword,Upgrade,Vaal Hazak Fang+,3,Hornetaur Carapace,8.0,Hornetaur Innerwing,6.0,Wyvern Gem,1.0,long-sword,False,110,30,60,80,40,80,0
342,2145,Abyss Piercer I,long-sword,Dark Scimitar III,N/A,9,660,0,N/A,True,Paralysis,270.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Abyss Piercer I,long-sword,Upgrade,Hornetaur Razorwing,2,Tough Claw,1.0,Monster Essence,2.0,Spiritvein Crystal,3.0,long-sword,False,100,30,30,110,40,90,0
343,2146,Abyss Piercer II,long-sword,Abyss Piercer I,N/A,10,759,0,N/A,True,Paralysis,300.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Abyss Piercer II,long-sword,Upgrade,Odogaron Hardclaw,2,Hornetaur Razorwing,3.0,Monster Essence,3.0,Dragonbone Artifact,1.0,long-sword,False,120,20,20,70,40,30,100
344,2147,Brachydios Scimitar I,long-sword,Abyss Piercer I,N/A,10,726,0,N/A,False,Blast,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brachydios Scimitar I,long-sword,Upgrade,Brachydios Crown,2,Brachydios Cortex,4.0,Glowing Slime,3.0,Meldspar Ore,3.0,long-sword,False,100,30,30,110,40,90,0
345,2148,Brachydios Scimitar II,long-sword,Brachydios Scimitar I,N/A,10,792,0,N/A,False,Blast,480.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brachydios Scimitar II,long-sword,Upgrade,Azure Rathalos Fellwing,2,Brachydios Pounder+,3.0,Brachydios Lash,2.0,Glowing Slime,5.0,long-sword,False,90,30,30,110,40,100,0
346,157,Dragonbone Stabber I,long-sword,N/A,N/A,3,330,0,N/A,False,Dragon,270.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dragonbone Stabber I,long-sword,Create,Warped Bone,5,Coral Bone,5.0,Boulder Bone,5.0,Ancient Bone,5.0,long-sword,False,110,70,30,90,0,0,0
347,158,Dragonbone Stabber II,long-sword,Dragonbone Stabber I,N/A,4,363,0,N/A,False,Dragon,330.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dragonbone Stabber II,long-sword,Upgrade,Monster Bone+,6,Monster Bone L,8.0,Sturdy Bone,8.0,N/A,N/A,long-sword,False,100,70,30,100,0,0,0
348,159,Dragonbone Stabber III,long-sword,Dragonbone Stabber II,N/A,6,528,0,N/A,False,Dragon,420.0,N/A,N/A,low,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dragonbone Stabber III,long-sword,Upgrade,Elder Dragon Bone,10,Brutal Bone,4.0,Dragonbone Relic,2.0,Wyvern Gem,1.0,long-sword,False,150,100,30,30,60,30,0
349,2149,Dragonseal Aldblade I,long-sword,Dragonbone Stabber III,N/A,10,693,0,N/A,False,Dragon,510.0,N/A,N/A,average,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dragonseal Aldblade I,long-sword,Upgrade,Monster Solidbone,3,Monster Slogbone,4.0,Thick Bone,6.0,Dragonbone Artifact,1.0,long-sword,False,130,100,30,30,80,30,0
350,2150,Dragonseal Aldblade II,long-sword,Dragonseal Aldblade I,N/A,11,792,0,N/A,False,Dragon,630.0,N/A,N/A,average,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dragonseal Aldblade II,long-sword,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4.0,Lavasioth Grandfin,2.0,Large Wyvern Gem,1.0,long-sword,False,70,60,60,100,80,30,0
351,2151,Radiant Flow,long-sword,Dragonseal Aldblade I,N/A,12,924,0,30.0,True,Dragon,450.0,N/A,N/A,high,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Radiant Flow,long-sword,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6.0,Shara Ishvalda Tenderplate,2.0,Shara Ishvalda Gem,1.0,long-sword,False,170,30,30,60,50,30,30
